per_out,det-dist-oper,avg_len,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
0.05,svm-corr-sum,21.9,0.371,0.348,0.354,0.35,0.341,0.319,0.301,0.309,0.307,0.3,0.105,0.085,0.099,0.089,0.088,0.078,0.093,0.08,0.093,0.09
0.06,svm-corr-sum,25.4,0.407,0.408,0.37,0.35,0.354,0.342,0.329,0.325,0.329,0.309,0.095,0.077,0.092,0.075,0.072,0.078,0.104,0.08,0.093,0.07
0.07,svm-corr-sum,28.733333333333334,0.443,0.427,0.419,0.416,0.385,0.363,0.353,0.355,0.351,0.347,0.085,0.078,0.084,0.089,0.071,0.093,0.104,0.09,0.076,0.072
0.08,svm-corr-sum,31.433333333333334,0.457,0.422,0.417,0.418,0.392,0.387,0.375,0.379,0.362,0.373,0.078,0.095,0.096,0.081,0.08,0.081,0.085,0.075,0.072,0.077
0.09,svm-corr-sum,35.166666666666664,0.473,0.444,0.43,0.434,0.416,0.402,0.394,0.387,0.381,0.365,0.075,0.077,0.085,0.074,0.072,0.069,0.088,0.08,0.084,0.064
0.1,svm-corr-sum,39.1,0.501,0.463,0.455,0.46,0.439,0.425,0.422,0.413,0.412,0.393,0.082,0.074,0.082,0.066,0.066,0.082,0.074,0.077,0.078,0.065
0.11,svm-corr-sum,43.166666666666664,0.508,0.472,0.464,0.46,0.442,0.44,0.43,0.414,0.416,0.403,0.074,0.07,0.078,0.062,0.076,0.088,0.08,0.072,0.072,0.069
0.12,svm-corr-sum,47.0,0.508,0.474,0.457,0.451,0.449,0.437,0.431,0.41,0.409,0.405,0.08,0.075,0.089,0.069,0.068,0.083,0.073,0.075,0.073,0.07
0.13,svm-corr-sum,50.43333333333333,0.516,0.492,0.477,0.475,0.464,0.455,0.445,0.434,0.425,0.422,0.07,0.083,0.088,0.065,0.078,0.076,0.085,0.074,0.078,0.067
0.14,svm-corr-sum,54.9,0.524,0.493,0.48,0.48,0.465,0.455,0.455,0.432,0.43,0.426,0.065,0.072,0.089,0.064,0.07,0.073,0.07,0.073,0.076,0.069
0.15,svm-corr-sum,58.56666666666667,0.534,0.503,0.489,0.488,0.474,0.462,0.457,0.446,0.448,0.438,0.071,0.072,0.073,0.068,0.067,0.071,0.072,0.066,0.066,0.067
0.16,svm-corr-sum,62.0,0.543,0.51,0.499,0.497,0.481,0.47,0.466,0.459,0.454,0.445,0.071,0.075,0.069,0.064,0.065,0.069,0.067,0.069,0.067,0.067
0.17,svm-corr-sum,66.4,0.557,0.526,0.509,0.507,0.487,0.479,0.482,0.472,0.464,0.455,0.068,0.068,0.075,0.062,0.064,0.063,0.067,0.068,0.069,0.063
0.18,svm-corr-sum,70.3,0.553,0.524,0.511,0.512,0.492,0.483,0.487,0.476,0.461,0.458,0.066,0.06,0.066,0.059,0.06,0.058,0.056,0.064,0.053,0.059
0.19,svm-corr-sum,74.2,0.562,0.532,0.521,0.517,0.497,0.487,0.49,0.48,0.472,0.468,0.061,0.067,0.064,0.062,0.053,0.058,0.064,0.062,0.056,0.058
0.2,svm-corr-sum,77.73333333333333,0.575,0.539,0.533,0.526,0.502,0.493,0.496,0.485,0.471,0.467,0.066,0.066,0.069,0.058,0.057,0.055,0.07,0.059,0.061,0.058
0.21,svm-corr-sum,81.43333333333334,0.571,0.548,0.533,0.53,0.506,0.5,0.504,0.494,0.475,0.481,0.06,0.066,0.061,0.057,0.056,0.052,0.068,0.063,0.056,0.063
0.22,svm-corr-sum,85.4,0.572,0.546,0.532,0.536,0.507,0.497,0.506,0.494,0.482,0.481,0.058,0.061,0.065,0.049,0.048,0.049,0.059,0.056,0.045,0.056
0.23,svm-corr-sum,89.73333333333333,0.585,0.56,0.544,0.545,0.516,0.501,0.514,0.503,0.487,0.488,0.062,0.064,0.062,0.056,0.05,0.051,0.057,0.054,0.049,0.049
0.24,svm-corr-sum,93.86666666666666,0.589,0.568,0.549,0.546,0.524,0.511,0.521,0.513,0.492,0.492,0.057,0.06,0.06,0.049,0.053,0.046,0.056,0.048,0.051,0.047
0.25,svm-corr-sum,97.1,0.591,0.573,0.558,0.548,0.529,0.514,0.527,0.519,0.5,0.498,0.054,0.06,0.062,0.048,0.057,0.051,0.055,0.053,0.053,0.051
0.26,svm-corr-sum,100.7,0.599,0.579,0.56,0.558,0.534,0.526,0.533,0.525,0.512,0.51,0.056,0.063,0.056,0.044,0.052,0.05,0.052,0.055,0.052,0.052
0.27,svm-corr-sum,104.9,0.602,0.581,0.567,0.56,0.535,0.525,0.531,0.526,0.514,0.509,0.056,0.055,0.061,0.048,0.051,0.049,0.053,0.053,0.051,0.054
0.28,svm-corr-sum,108.6,0.608,0.585,0.567,0.562,0.542,0.531,0.534,0.534,0.523,0.518,0.054,0.058,0.058,0.047,0.052,0.047,0.055,0.05,0.053,0.049
0.29,svm-corr-sum,112.8,0.613,0.591,0.578,0.573,0.549,0.541,0.544,0.543,0.53,0.527,0.053,0.057,0.055,0.046,0.053,0.051,0.05,0.051,0.048,0.047
0.3,svm-corr-sum,116.83333333333333,0.62,0.597,0.584,0.575,0.555,0.546,0.547,0.546,0.539,0.533,0.052,0.054,0.053,0.042,0.05,0.042,0.048,0.047,0.049,0.051
0.31,svm-corr-sum,120.16666666666667,0.621,0.602,0.591,0.583,0.568,0.562,0.558,0.555,0.546,0.541,0.054,0.052,0.053,0.044,0.049,0.043,0.05,0.043,0.043,0.047
0.32,svm-corr-sum,124.3,0.63,0.61,0.597,0.591,0.573,0.566,0.563,0.564,0.553,0.548,0.052,0.049,0.051,0.042,0.054,0.043,0.051,0.049,0.044,0.05
0.33,svm-corr-sum,127.93333333333334,0.636,0.615,0.603,0.593,0.581,0.571,0.57,0.569,0.556,0.554,0.052,0.047,0.052,0.046,0.048,0.044,0.05,0.053,0.047,0.048
0.34,svm-corr-sum,132.03333333333333,0.645,0.621,0.609,0.604,0.592,0.583,0.576,0.575,0.561,0.558,0.053,0.05,0.049,0.047,0.049,0.041,0.051,0.047,0.052,0.053
0.35,svm-corr-sum,135.83333333333334,0.653,0.627,0.616,0.61,0.598,0.588,0.582,0.581,0.57,0.565,0.057,0.046,0.049,0.046,0.04,0.04,0.047,0.043,0.047,0.048
0.36,svm-corr-sum,139.73333333333332,0.659,0.634,0.622,0.618,0.602,0.593,0.591,0.584,0.57,0.571,0.052,0.045,0.048,0.041,0.043,0.041,0.048,0.045,0.046,0.049
0.37,svm-corr-sum,143.66666666666666,0.666,0.64,0.63,0.624,0.608,0.602,0.598,0.591,0.58,0.581,0.05,0.042,0.049,0.042,0.045,0.039,0.044,0.047,0.042,0.044
0.38,svm-corr-sum,147.53333333333333,0.674,0.651,0.639,0.629,0.617,0.609,0.605,0.598,0.587,0.588,0.052,0.045,0.05,0.044,0.042,0.04,0.043,0.044,0.045,0.046
0.39,svm-corr-sum,150.93333333333334,0.679,0.657,0.645,0.637,0.624,0.617,0.612,0.607,0.594,0.595,0.051,0.043,0.051,0.047,0.045,0.04,0.046,0.045,0.042,0.044
0.05,lof-corr-sum,20.0,0.408,0.372,0.341,0.322,0.306,0.294,0.259,0.28,0.266,0.238,0.122,0.102,0.097,0.102,0.112,0.104,0.1,0.078,0.08,0.08
