per_out,det-dist-oper,gamma,cloud_number,avg_len,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
0.1,custom-custom-sum,0.05,5,41.0,0.506,0.483,0.494,0.481,0.455,0.469,0.455,0.444,0.441,0.421,0.087,0.076,0.083,0.092,0.081,0.076,0.07,0.072,0.076,0.073
0.12,custom-custom-sum,0.05,5,49.0,0.526,0.506,0.516,0.497,0.483,0.492,0.478,0.476,0.461,0.452,0.076,0.069,0.071,0.078,0.078,0.073,0.071,0.056,0.066,0.071
0.1,custom-custom-sum,0.05,8,41.0,0.508,0.486,0.505,0.497,0.47,0.481,0.463,0.457,0.45,0.431,0.093,0.086,0.098,0.094,0.084,0.086,0.096,0.073,0.081,0.088
0.12,custom-custom-sum,0.05,8,49.0,0.536,0.518,0.532,0.512,0.506,0.502,0.494,0.487,0.478,0.457,0.081,0.09,0.078,0.087,0.094,0.083,0.087,0.066,0.085,0.08
0.1,custom-custom-sum,0.05,11,41.0,0.521,0.498,0.504,0.497,0.484,0.481,0.469,0.462,0.458,0.437,0.106,0.101,0.097,0.1,0.1,0.097,0.105,0.081,0.096,0.09
0.12,custom-custom-sum,0.05,11,49.0,0.531,0.515,0.527,0.519,0.507,0.495,0.489,0.48,0.469,0.457,0.093,0.098,0.088,0.098,0.104,0.083,0.097,0.073,0.098,0.086
0.1,custom-custom-sum,0.05,14,41.0,0.515,0.496,0.506,0.497,0.491,0.471,0.461,0.457,0.459,0.431,0.11,0.115,0.098,0.11,0.109,0.097,0.112,0.087,0.106,0.088
0.12,custom-custom-sum,0.05,14,49.0,0.527,0.511,0.524,0.514,0.5,0.495,0.484,0.471,0.469,0.463,0.098,0.111,0.097,0.1,0.103,0.085,0.104,0.077,0.103,0.089
0.1,custom-custom-sum,0.05,17,41.0,0.512,0.49,0.5,0.495,0.484,0.466,0.456,0.446,0.447,0.426,0.117,0.124,0.106,0.114,0.121,0.103,0.119,0.097,0.115,0.087
0.12,custom-custom-sum,0.05,17,49.0,0.532,0.508,0.518,0.516,0.499,0.491,0.477,0.466,0.469,0.453,0.111,0.125,0.104,0.107,0.109,0.095,0.11,0.091,0.103,0.088
0.1,custom-custom-sum,0.05,20,41.0,0.508,0.479,0.492,0.49,0.475,0.461,0.449,0.441,0.436,0.42,0.124,0.133,0.117,0.12,0.119,0.108,0.131,0.106,0.115,0.095
0.12,custom-custom-sum,0.05,20,49.0,0.532,0.505,0.514,0.514,0.491,0.483,0.468,0.456,0.46,0.447,0.111,0.131,0.104,0.112,0.11,0.098,0.11,0.099,0.106,0.086
0.1,custom-custom-sum,0.05,23,41.0,0.502,0.476,0.487,0.476,0.468,0.459,0.443,0.434,0.432,0.419,0.127,0.133,0.116,0.123,0.123,0.108,0.131,0.108,0.115,0.092
0.12,custom-custom-sum,0.05,23,49.0,0.527,0.498,0.507,0.51,0.486,0.479,0.459,0.454,0.452,0.445,0.121,0.138,0.109,0.117,0.111,0.105,0.118,0.1,0.105,0.093
0.1,custom-custom-sum,0.05,26,41.0,0.503,0.471,0.479,0.474,0.463,0.455,0.434,0.429,0.426,0.411,0.13,0.138,0.122,0.126,0.124,0.114,0.132,0.115,0.119,0.093
0.12,custom-custom-sum,0.05,26,49.0,0.522,0.491,0.5,0.498,0.479,0.471,0.448,0.443,0.441,0.437,0.118,0.137,0.11,0.12,0.116,0.097,0.115,0.103,0.101,0.091
0.1,custom-custom-sum,0.05,29,41.0,0.502,0.467,0.482,0.47,0.457,0.453,0.429,0.417,0.421,0.402,0.128,0.144,0.123,0.135,0.132,0.116,0.142,0.116,0.118,0.097
0.12,custom-custom-sum,0.05,29,49.0,0.524,0.494,0.5,0.495,0.478,0.47,0.443,0.445,0.439,0.43,0.121,0.136,0.111,0.12,0.117,0.102,0.121,0.113,0.108,0.096
0.1,custom-custom-sum,0.1,5,41.0,0.545,0.524,0.527,0.522,0.49,0.498,0.485,0.485,0.467,0.447,0.078,0.073,0.074,0.073,0.077,0.07,0.065,0.067,0.069,0.06
0.12,custom-custom-sum,0.1,5,49.0,0.57,0.555,0.553,0.539,0.521,0.524,0.506,0.499,0.489,0.473,0.074,0.066,0.069,0.069,0.07,0.06,0.058,0.06,0.065,0.061
0.1,custom-custom-sum,0.1,8,41.0,0.563,0.544,0.546,0.536,0.511,0.513,0.508,0.502,0.485,0.468,0.083,0.077,0.08,0.079,0.073,0.069,0.086,0.069,0.078,0.066
0.12,custom-custom-sum,0.1,8,49.0,0.573,0.56,0.569,0.55,0.532,0.535,0.528,0.524,0.508,0.495,0.074,0.071,0.069,0.075,0.068,0.067,0.069,0.065,0.07,0.073
0.1,custom-custom-sum,0.1,11,41.0,0.571,0.549,0.556,0.541,0.523,0.524,0.517,0.505,0.492,0.48,0.088,0.089,0.082,0.082,0.085,0.07,0.088,0.074,0.085,0.072
0.12,custom-custom-sum,0.1,11,49.0,0.586,0.567,0.575,0.556,0.54,0.54,0.535,0.522,0.515,0.506,0.076,0.074,0.077,0.072,0.076,0.071,0.078,0.071,0.076,0.078
0.1,custom-custom-sum,0.1,14,41.0,0.562,0.549,0.548,0.549,0.522,0.524,0.522,0.503,0.49,0.48,0.095,0.095,0.081,0.087,0.086,0.079,0.09,0.074,0.079,0.076
0.12,custom-custom-sum,0.1,14,49.0,0.582,0.566,0.569,0.548,0.541,0.53,0.531,0.51,0.51,0.501,0.088,0.09,0.084,0.078,0.084,0.075,0.084,0.074,0.089,0.082
0.1,custom-custom-sum,0.1,17,41.0,0.57,0.551,0.55,0.554,0.528,0.526,0.521,0.507,0.497,0.488,0.096,0.106,0.089,0.086,0.085,0.082,0.098,0.077,0.088,0.078
0.12,custom-custom-sum,0.1,17,49.0,0.581,0.567,0.574,0.557,0.548,0.534,0.539,0.518,0.51,0.506,0.095,0.103,0.085,0.091,0.094,0.083,0.094,0.084,0.093,0.089
0.1,custom-custom-sum,0.1,20,41.0,0.573,0.554,0.556,0.554,0.535,0.529,0.525,0.512,0.507,0.497,0.107,0.119,0.096,0.093,0.09,0.087,0.101,0.086,0.086,0.079
0.12,custom-custom-sum,0.1,20,49.0,0.578,0.565,0.571,0.562,0.55,0.534,0.534,0.519,0.515,0.509,0.103,0.112,0.091,0.098,0.1,0.089,0.098,0.084,0.095,0.084
0.1,custom-custom-sum,0.1,23,41.0,0.567,0.549,0.554,0.547,0.529,0.524,0.513,0.509,0.498,0.485,0.111,0.124,0.101,0.1,0.093,0.09,0.099,0.091,0.087,0.083
0.12,custom-custom-sum,0.1,23,49.0,0.577,0.562,0.575,0.565,0.552,0.533,0.531,0.517,0.515,0.507,0.103,0.116,0.095,0.103,0.101,0.089,0.098,0.079,0.097,0.084
