per_out,det-dist-oper,gamma,avg_len,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
0.12,custom-custom-sum,0.05,45.0,0.475,0.46,0.476,0.457,0.458,0.456,0.432,0.422,0.427,0.425,0.103,0.115,0.105,0.111,0.106,0.107,0.119,0.095,0.117,0.099
0.12,custom-custom-sum,0.1,45.0,0.536,0.525,0.534,0.522,0.504,0.507,0.492,0.491,0.479,0.475,0.096,0.089,0.087,0.095,0.074,0.086,0.08,0.077,0.09,0.087
0.12,custom-custom-sum,0.15,45.0,0.569,0.561,0.559,0.557,0.541,0.542,0.531,0.526,0.514,0.502,0.079,0.08,0.076,0.073,0.059,0.072,0.062,0.063,0.077,0.076
0.12,custom-custom-sum,0.2,45.0,0.59,0.578,0.572,0.58,0.55,0.558,0.554,0.542,0.532,0.524,0.075,0.068,0.075,0.071,0.056,0.07,0.052,0.061,0.065,0.071
0.12,custom-custom-sum,0.25,45.0,0.599,0.587,0.579,0.586,0.556,0.568,0.555,0.547,0.536,0.527,0.072,0.066,0.074,0.071,0.055,0.069,0.051,0.061,0.057,0.069
0.12,custom-custom-sum,0.3,45.0,0.604,0.588,0.584,0.59,0.559,0.573,0.562,0.555,0.538,0.532,0.072,0.07,0.073,0.071,0.057,0.071,0.049,0.058,0.06,0.067
0.12,custom-custom-sum,0.35,45.0,0.605,0.591,0.587,0.592,0.56,0.575,0.563,0.556,0.541,0.534,0.069,0.07,0.073,0.071,0.057,0.069,0.049,0.056,0.06,0.068
0.12,custom-custom-sum,0.4,45.0,0.603,0.588,0.587,0.59,0.56,0.575,0.563,0.556,0.541,0.535,0.069,0.071,0.074,0.072,0.056,0.07,0.05,0.058,0.06,0.068
0.12,custom-custom-sum,0.45,45.0,0.603,0.591,0.584,0.59,0.557,0.572,0.563,0.558,0.543,0.536,0.068,0.069,0.071,0.069,0.059,0.065,0.049,0.059,0.053,0.066
0.12,custom-custom-sum,0.5,45.0,0.603,0.589,0.581,0.585,0.554,0.567,0.562,0.556,0.543,0.537,0.064,0.062,0.072,0.071,0.06,0.068,0.05,0.06,0.056,0.067
0.12,custom-custom-sum,0.55,45.0,0.599,0.587,0.576,0.583,0.553,0.56,0.554,0.553,0.541,0.532,0.069,0.064,0.069,0.071,0.059,0.064,0.051,0.066,0.061,0.069
0.12,custom-custom-sum,0.6,45.0,0.596,0.582,0.574,0.581,0.555,0.561,0.551,0.549,0.534,0.526,0.07,0.064,0.07,0.069,0.055,0.066,0.054,0.063,0.067,0.068
0.12,custom-custom-sum,0.65,45.0,0.594,0.578,0.572,0.581,0.554,0.558,0.549,0.547,0.533,0.522,0.074,0.068,0.072,0.069,0.056,0.07,0.054,0.065,0.072,0.068
0.12,custom-custom-sum,0.7,45.0,0.59,0.573,0.572,0.576,0.549,0.557,0.549,0.547,0.531,0.522,0.074,0.073,0.074,0.072,0.057,0.069,0.062,0.065,0.072,0.073
0.12,custom-custom-sum,0.75,45.0,0.58,0.568,0.568,0.572,0.546,0.552,0.547,0.545,0.529,0.521,0.077,0.073,0.074,0.072,0.058,0.071,0.065,0.065,0.075,0.071
0.12,custom-custom-sum,0.8,45.0,0.575,0.562,0.565,0.57,0.545,0.547,0.541,0.54,0.525,0.515,0.078,0.075,0.077,0.073,0.062,0.075,0.065,0.066,0.075,0.071
0.12,custom-custom-sum,0.85,45.0,0.572,0.561,0.562,0.567,0.546,0.546,0.538,0.535,0.523,0.512,0.077,0.072,0.08,0.075,0.064,0.077,0.065,0.064,0.074,0.076
0.12,custom-custom-sum,0.9,45.0,0.565,0.553,0.554,0.557,0.543,0.541,0.529,0.53,0.515,0.507,0.08,0.079,0.082,0.078,0.067,0.081,0.073,0.066,0.077,0.081
0.12,custom-custom-sum,0.95,45.0,0.551,0.545,0.552,0.545,0.537,0.531,0.525,0.518,0.506,0.502,0.08,0.081,0.084,0.082,0.071,0.084,0.076,0.063,0.08,0.083
